NAME,CATEGORIES,DESCRIPTION,LATITUDE,RATING,LONGITUDE,DESTINATION,GENERAL_LOCATION,ID,split
Sherlock: The Official Live Game,"['Fun & Games', 'Room Escape Games']","Sherlock: The Official Live Game is a unique adventure combining immersive experience, escape game, and a fully themed bar. Headed up by Mycroft Holmes, The Network is a covert branch of British Intelligence, on the hunt for new recruits. To join the ranks as an Agent, you’ll need to complete a routine training mission at headquarters. But not all is as it seems… It’s time for you to play the detective with your team, as you travel through iconic sets from the show, working together to solve puzzles and crack clues. You’ll be helped along your journey with original content from the cast of the show featuring, Benedict Cumberbatch, Andrew Scott, Martin Freeman, Mark Gatiss, and more. Crack this brand-new Sherlock case before time runs out and prove you have what it takes to step into the shoes of the great detective.",51.50324,4.5,-0.219527,London,"W12 Shopping Centre West 12 Shopping Centre Shepherds Bush Green, Ground Floor, Shepherd's Bush, W12 8PP",15515881,train
Ishestar Horse Riding Tours,"['Outdoor Activities', 'Horseback Riding Tours']","The Ishestar Stables offers great facilities for riders. It’s set in beautiful surroundings just outside the town of Hafnarfjordur, about 10 minutes drive from Reykjavik. The facilities and its beautiful surroundings provide endless opportunities for riding, hiking, and other outdoor activities. We welcome individuals, families and all kinds of groups who want to enjoy themselves outdoors. The facilities offer people an easy way to enjoy our horses and the experience of our staff will ensure the safety of all our guests. The locker room of the Stables is well equipped. All customers are provided with warm overalls, rain gear, riding boots and helmets in all sizes. The Ishestar staff take pride in finding horses to suit individual needs as well as secure the safety of everybody. Ishestar offers daily riding tours at 10:00, 13:00 and 14:00 during the whole year, both for beginners and advanced riders. We offer pick up from all pick up points in Reykjavik.",64.04367,4.5,-21.914227,Iceland,,1909295,train
Terror Stories Experiencity,"['Other', 'Fun & Games', 'Room Escape Games']","Horror experiences from the hand of Experiencecity. The best horror experiences from the hand of Experiencecity. Fear, tension, adrenaline... come and enjoy with your family or friends.",40.42739,5.0,-3.70893,Madrid,,19588819,train
Emperor's Canal (Keizersgracht),"['Nature & Parks', 'Bodies of Water']",,52.37228,4.5,4.885121,Amsterdam,,266829,train
Bridge of 15 Bridges,"['Sights & Landmarks', 'Points of Interest & Landmarks', 'Bridges']","There is one bridge in Amsterdam’s central canal belt that gives a view of no less than 15 bridges. This unusual sight is found at the bridge crossing of the Reguliersgracht with the Herengracht, on the side with odd numbers. Standing on this bridge with your back to the Thorbeckeplein, you will see six arched bridges in a row. To the left you will find six more over the Herengracht and on the right you will see the next two. The 15th is the bridge you are standing on. It is particularly worth coming here at night as the bridges are illuminated giving one of the most beautiful and romantic views in Amsterdam.",52.36505,4.0,4.89553,Amsterdam,,2639733,train
Montmartre,"['Sights & Landmarks', 'Other', 'Historic Walking Areas', 'Neighborhoods']","Discover another side of Paris in Montmartre, a charming artists’ enclave filled with quirky cafes and shops. Enjoy a splendid view of the city from Sacré-Coeur, watch artists at work at Place du Tertre, visit the Wall of Love, where the phrase “I love you” is scribbled in hundreds of languages, catch the famous Moulin Rouge show or visit Paris’ oldest vineyard. For fewer crowds, visit Montmartre early in the morning. Wear comfortable shoes as the area is hilly with cobblestone streets. You can also hop on the white Little Train of Montmartre for free with the Paris Pass. – Tripadvisor",48.88662,4.5,2.338907,Paris,,189284,train
Tierpark Berlin,"['Zoos & Aquariums', 'Nature & Parks', 'Outdoor Activities', 'Zoos']","In former East Berlin, a short train journey from Alexanderplatz, lies Tierpark Berlin – Europe’s largest animal park! Set in 160 hectares of beautiful parkland around the historic manor house Schloss Friedrichsfelde, the Tierpark is home to animals from all over the world. And in 2023, it celebrated the opening of its remarkable new African Savannah, with giraffes, zebras and more.",52.50173,4.5,13.533136,Berlin,,2174010,train
Madame Tussauds Amsterdam,"['Museums', 'Specialty Museums']","Pose beside the wax figures of a bevy of international stars, world leaders, and Dutch household names like King Willem-Alexander and Johan Cruyff.",52.372566,4.0,4.892571,Amsterdam,,244448,train
Opera da Camera di Roma,"['Concerts & Shows', 'Concerts', 'Operas', 'Performances']","Opera da Camera di Roma is an ensemble consisting of exceptional voices of Italian opera soloists accompanied by outstanding instrumental virtuosos. Our artists present a wonderful show, which is why they receive very often a standing ovation and positive audience feedback.",41.897106,4.5,12.484723,Rome,,17809978,train
Place Vendome,"['Sights & Landmarks', 'Points of Interest & Landmarks']","This public square, which has a statue of Napoleon in its center, is known for the glitzy jewelry stores that surround it.",48.86767,4.0,2.32905,Paris,,189189,train
The Old Farmhouse Laufas,"['Museums', 'History Museums']",,65.89362,4.5,-18.072247,Iceland,,2432058,train
Swimming Pools Unter Letten,"['Water & Amusement Parks', 'Water Parks']",,47.39004,4.5,8.52861,Zurich,,2254285,train
AENIGMA Escape Room Naples,"['Fun & Games', 'Room Escape Games']","Whether you are an active or a thoughtful and meticulous team, you will get your teeth into. Try an engaging experience! Try AENIGMA Escape Room Napoli!",40.84645,5.0,14.255698,Naples,,9795038,train
Fraumunster Church,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Architectural Buildings']","This prominent 13th-century Gothic cathedral is perhaps best known for one of its more recent additions, stained-glass windows designed by Marc Chagall in the 1970s.",47.36975,4.0,8.540890000000001,Zurich,,196027,train
Faro de Botafoc,"['Sights & Landmarks', 'Lighthouses']",Botafoc lighthouse offers panoramic views of the walled city of Ibiza.,38.90464,4.0,1.45362,Ibiza,,240344,train
La Patente,"['Classes & Workshops', 'Lessons & Workshops']","La Patente is the new cooking school in Barcelona. We host participative workshops and short experiences about cooking, gastronomy and everything related to spend a nice time around a table. We love to create gatherings on our cozy and nice venue and make our guests feel at home when cooking and drinking on our kitchen. Our handcrafted experiences stand for authenticity and originality. FOR ENGLISH SPEAKERS Paella & Tapas Cooking class with Market Tour. Enjoy a culinary course where you will learn all the secrets of the gastronomy of Spain and Catalonia Our show cooking format consists of one of our paella experts making one very large paella big enough to feed all the guests. While the live cooking demonstration takes place, attendees will be able to participate in the preparation while having a glass of wine while learning step by step how to create the most famous dish in Spain: Paella - 3h aprox (including market tour). ¡Our chef is waiting for you!",41.386196,5.0,2.155381,Barcelona,,4758998,train
The Brothers Brewery,"['Food & Drink', 'Breweries']",Olstofa The Brothers Brewery is both brewery and bar where you can buy drinks and get a beer brewery tour. The Brothers Brewery offers a brewery and beer tour where both groups and individuals are offered a fun lecture about brewing process followed by a beer taste.,63.44161,5.0,-20.269024,Iceland,,12197075,train
Museum Het Rembrandthuis,"['Sights & Landmarks', 'Museums', 'Historic Sites', 'Art Museums']","Rembrandt lived and worked from 1639 to 1658 in this 17th-century house, which today is a museum that pays tribute to the artist's life and career.",52.36937,4.5,4.90125,Amsterdam,"Jodenbreestraat 4, 1011 NK",198999,train
Antique Jewellery Berlin,"['Shopping', 'Gift & Specialty Shops', 'Antique Stores']","We love engagement rings and antique jewellery! Enjoy the entire variety of our engagement rings and antique jewellery. Original items of epochs from long time ago revive stories behind every single piece of jewellery as well as their history. They sparkle of pure life and fit to a classical style of fashion as well as to Avantgarde. You will find with us Berlin’s biggest selection of antique and historical jewellery for both – men and women – a selection of very individual pieces of the Georgian Epoch up to Art Nouveau. All items are original and exclusive, we don’t sell replica! You are very welcome to visit our shop at Liniestraße 44 in Berlin-Mitte and invited to obtain a special personal advice. We would be glad to see you with us. ANTIQUE JEWELLERY BERLIN - Verlobungsringe - Eheringe - Antikschmuck",52.5284,5.0,13.408526,Berlin,"Linienstr. 44, 10119",12059091,train
S.Maria in Vallicella,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Historic Sites', 'Churches & Cathedrals']",,41.898396,4.5,12.469187,Rome,,246074,train
KINboat,"['Tours', 'Boat Tours & Water Sports', 'Outdoor Activities', 'City Tours', 'Boat Tours', 'Sightseeing Tours']","KINboat represents friendship, comfort and friendly service, for like-minded people, in other words ‘KINship’. KINboat believes that friendships arise and strengthen on the water of the Amsterdam canals. The boats are 100% electric and 'green' for group combinations between 6 and 40 persons. Birthday, wedding, event, colleagues, friends/family, lunch/drinks/dinner. Try the 60 minutes tour 'Cruise like a local' or ""Small Open Boat tour.",52.36608,5.0,4.883192,Amsterdam,,8474903,train
Kabarett Theater DISTEL,"['Concerts & Shows', 'Theaters']",,52.520737,4.5,13.388375,Berlin,,2191653,train
Polar Hestar,"['Outdoor Activities', 'Horseback Riding Tours']",,65.93388,5.0,-18.10989,Iceland,,1907268,train
Sifa Hamami,"['Spas & Wellness', 'Spas', 'Hammams & Turkish Baths']",,41.004185,4.0,28.975533,Istanbul,"Şifa Hamamı Sokak No: 24, Sultanahmet",2539334,train
